FacilityId,FacilityName,FacilityType,LicenseNumber,LicenseStatus,AcceptsCCAP,PhoneNumber,Capacity,FirstName,LastName,Address,City,State,Zip,EffectiveDate,ExpirationDate,AgeRange
10016328,EARLY LEARNING FOR EVERYONE,LC,11839,BI,Yes,(907) 561-2836,40 Children,KATELYN,BALOGH,2836 KIMBERLIE CT,ANCHORAGE,AK,99508,20230601,20250531,12M - 6 Y
10017024,EARLY LEARNING FOR EVERYONE MIDTOWN,LC,12094,BI,Yes,(907) 349-4222,81 Children,BRANWEN,COLLIER,1004 E ENERGY CT,ANCHORAGE,AK,99508,20240601,20260531,6W - 6 Y
10016880,EARLY LEARNING FOR EVERYONE SOUTH,LC,12162,BI,Yes,(907) 349-4222,95 Children,BRANWEN,COLLIER,13030 BRANDON ST,ANCHORAGE,AK,99515,20240901,20260831,6W - 12 Y
10012294,EAST SIDE MONTESSORI PRESCHOOL,LH,11929,BI,Yes,(907) 333-2487,7 Children,CYNTHIA,SPRINKLE,7051 BAXTER TERRACE CIR,ANCHORAGE,AK,99504,20230901,20250831,0M - 12 Y
10016890,ENCHANTED KIDS 2 L.L.C,GL,11810,BI,Yes,(907) 457-4510,12 Children,BRITTANY,FORD,858 MUNNA COURT,FAIRBANKS,AK,99701,20230401,20250331,0W - 12 Y
10016898,"ENCHANTED KIDS, L.L.C.",GL,12082,BI,Yes,(907) 457-4510,12 Children,BRITTANY,FORD,856 MUNNA COURT,FAIRBANKS,AK,99701,20240501,20260430,0W - 12 Y
10000241,ENEPUT CHILDREN'S CENTER,LC,11313,BI,Yes,(907) 479-6844,45 Children,DEYONE,SHULTS,1112 HESS AVENUE,FAIRBANKS,AK,99709,20230201,20250131,8W - 12 Y
10003694,ESTRELLAS MAGICAS,LH,11898,BI,Yes,(907) 245-7215,8 Children,ANNA,OSEGUERA,837 EAST 12TH AVE.,ANCHORAGE,AK,99501,20230901,20250831,0M - 11 Y
10015308,EXPLORER PROGRAM,LC,12011,BI,Yes,(907) 269-3820,90 Children,STEPHENIE,WELLS,6575 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504,20240201,20260131,5Y - 12 Y
10014993,FACILITY 24 HOURS CHILDREN DAY CARE,LH,12024,BI,Yes,(907) 602-1128,8 Children,BELKIS,RODRIGUEZ,"4120 THOMPSON AVE,APT 3",ANCHORAGE,AK,99508,20240201,20260131,0M - 6 Y
10008339,FAIRBANKS MONTESSORI SCHOOL,LC,12165,BI,Yes,(907) 451-8485,92 Children,HEATHER,CALLAHAN,2014 30TH AVE,FAIRBANKS,AK,99701,20240801,20250731,0W - 6 Y
10016746,FAIRBANKS NATIVE ASSOC HEAD START 0-5,LC,11827,BI,Yes,(907) 452-1648,120 Children,ALIYA,MAIDEN,3830 SOUTH CUSHMAN STREET,FAIRBANKS,AK,99701,20230501,20250430,0W - 5 Y
10003633,FAITH DAYCARE AND LEARNING CENTER,LC,11935,BI,Yes,(907) 248-6355,120 Children,JORDAN,HICKEL,4240 WISCONSIN STREET,ANCHORAGE,AK,99517,20230815,20250630,6W - 12 Y
10014807,FAITH LUTHERAN PRESCHOOL,LC,12215,BI,No,(907) 538-3900,20 Children,SARAH,PROEBER,5200 LAKE OTIS PKWY,ANCHORAGE,AK,99507,20241101,20261031,3Y - 6 Y
10015062,FIDDLEHEADS PRESCHOOL,LH,11701,BI,Yes,(907) 957-4707,8 Children,MARCIE,JIMENEZ,137 BEHRENDS AVENUE,JUNEAU,AK,99801,20221201,20241130,2Y - 5 Y
10016482,"FIRE LAKE PRESCHOOL, INC.",LC,11951,BI,No,(907) 694-8911,25 Children,CORINA,JOHNSTON,10301 E. EAGLE RIVER LOOP RD,EAGLE RIVER,AK,99577,20231101,20251031,3Y - 5 Y
10017107,"FIREWEED MONTESSORI, LLC",LC,12018,BI,Yes,(907) 631-7063,37 Children,MICHELLE,KRUEGER,5431 E MAYFLOWER LN,WASILLA,AK,99654,20240201,20260131,3W - 12 Y
10017164,FIRST FRUITS CREATIVE JOURNEY,LC,12078,PR,Yes,(907) 357-2237,52 Children,BILLIE,MCCANN,"260 E NELSON AVE,UNIT 4",WASILLA,AK,99654,20240401,20250331,0W - 12 Y
10000266,FNA-THE CHILDREN'S CENTER,LC,11787,BI,Yes,(907) 451-8164,20 Children,MARCELA,DEL SOLAR,1027 EVERGREEN ST.,FAIRBANKS,AK,99709,20230401,20250331,6W - 8 Y
10006777,FORTALIZA'S DAYCARE,LH,12190,BE,Yes,(907) 486-3674,8 Children,JULIET,FORTALIZA,1617 SIMEONOFF ST,KODIAK,AK,99615,20241001,20241231,2W - 12 Y
10003390,GAN YELADIM EARLY LEARNING CENTER,LC,12159,BI,Yes,(907) 279-1200,32 Children,ESTHER,GREENBERG,1117 E 35TH AVE,ANCHORAGE,AK,99508,20240901,20260831,15M - 6 Y
10004371,GENIA'S DAY CARE PRESCHOOL,LH,11669,BI,Yes,(907) 440-9977,8 Children,MARIA,ROJAS AYALA,5307 NORTH STAR ST,ANCHORAGE,AK,99518,20221201,20241130,2Y - 12 Y
10016637,GIA'S CHILD CARE,LH,11792,BI,Yes,(907) 317-9518,7 Children,GLEINNYS,ALMONTE DE JESUS,"8420 E 3RD AVE,UNIT B",ANCHORAGE,AK,99504,20230401,20250331,0M - 12 Y
10014721,GIRASSOL LEARNING CENTER & ART STUDIO,LC,11867,BI,Yes,(907) 299-4733,56 Children,ROSANA,MOYER,3838 BARTLETT ST,HOMER,AK,99603,20230701,20250630,18M - 7 Y
10011837,GLACIER VALLEY KIDS,GL,12185,BI,Yes,(907) 419-8713,12 Children,CAROLINA,SEKONA,"3800 MENDENHALL LOOP ROAD,ROOMS 98 & 99 & GIRLS RESTROOM ADJACENT",JUNEAU,AK,99801,20240813,20241231,6M - 6 Y
10005946,GLADYS DAYCARE,LH,11855,BI,Yes,(907) 201-1585,8 Children,GLADYS,ROARK (ESPINOSA),7729 E 4TH AVE,ANCHORAGE,AK,99504,20230701,20250630,0M - 12 Y
10000332,GOLD CREEK CHILD DEVELOPMENT CENTER,LC,12143,BI,Yes,(907) 586-6085,62 Children,NICOLE,JAVIER,709 WEST 9TH STREET,JUNEAU,AK,99801,20240901,20260831,6W - 71 M
10002772,GOOD BEGINNINGS PRESCHOOL,LC,11862,BI,Yes,(907) 772-3044,26 Children,HAYLEY,SHORT,405 EXCEL STREET,PETERSBURG,AK,99833,20230601,20250531,3Y - 5 Y
10017181,GRAMMY PAMMY'S ADVENTURE CHILDCARE,LH,12176,PR,No,(661) 809-8923,8 Children,PAMELA,BROWN,621 FIR DRIVE,KENAI,AK,99611,20240801,20250731,6W - 8 Y
10016441,GRANDMA'S LITTLE ANGELS DAY CARE,LH,11936,BI,Yes,(907) 310-2242,8 Children,ANA,JIMENEZ BAEZ,"1545 HOYT ST,SPC 100",ANCHORAGE,AK,99508,20231001,20250930,0W - 12 Y
10015680,GRANDMA'S LITTLE ANGELS DAY CARE II,LH,11892,BI,Yes,(907) 310-2242,8 Children,KEDIA,TAVERAS,1141 BENTREE CIR,ANCHORAGE,AK,99504,20230801,20250731,1M - 12 Y
10016414,GRANDMA'S LITTLE ANGELS DAY CARE LLL,LH,12128,PR,Yes,(907) 671-1333,8 Children,YUMILKA,TAVERAS,2022 S PADDOCK DR,WASILLA,AK,99654,20240601,20250531,0W - 12 Y
10016576,GROWING TOGETHER BILINGUAL CHILD CARE,LH,12086,BI,Yes,(907) 302-9270,8 Children,MERCEDES,CASTRO,3130 ROSALIND LOOP,ANCHORAGE,AK,99507,20240601,20260531,0M - 6 Y
10016808,HAA YOO X'AT?NGI K?DI,LC,12113,BI,No,(907) 463-7303,13 Children,MARY,FOLLETTI,"3239 HOSPITAL DR,ROOM HAA YATX'I",JUNEAU,AK,99801,20240701,20260331,3Y - 10 Y
10004284,HAGUIT'S DAY CARE,LH,12179,BE,Yes,(907) 486-5694,7 Children,MARIA,PINEDA,1012 HEMLOCK STREET,KODIAK,AK,99615,20240901,20241231,0M - 12 Y
10007511,HAPPY FACE DAY CARE,LH,11860,BI,Yes,(907) 500-2938,8 Children,GABRIELA,SANTANA,7519 VISTA DEL SOL DR,JUNEAU,AK,99801,20230601,20250531,0M - 8 Y
10014834,HAPPY FACES HOME DAY CARE,GL,12008,BI,Yes,(907) 888-6835,12 Children,CLAUDIA,PALACIO,210 HAINES AVE,FAIRBANKS,AK,99701,20240101,20251231,3W - 12 Y
10017192,HAPPY HOME CHRISTIAN CHILDCARE LLC,LH,12126,PR,Yes,(907) 957-0891,8 Children,CHERYLE,CARY,8535 STEEP PL,JUNEAU,AK,99801,20240601,20250531,18M - 12 Y
10016217,HAPPY ROOTS DAYCARE,LH,11778,BI,Yes,(907) 209-8489,8 Children,JESSICA,LISKA,8138 SNIPE COURT,JUNEAU,AK,99801,20230401,20250331,0M - 12 Y
10003625,HILLCREST CHILDREN 'S CENTER,LC,12052,BI,Yes,(907) 272-9924,80 Children,CHRISTINA,EUBANKS,900 HOLLYWOOD DR,ANCHORAGE,AK,99501,20240301,20251130,6W - 12 Y
10017214,HILLCREST YOUTH CENTER,LC,12228,PR,No,(907) 717-1060,40 Children,JESSICA,SIMONSEN,1510 ALDER DR,ANCHORAGE,AK,99508,20241001,20250930,5Y - 12 Y
10017093,HMOOB CULTURAL CENTER OF ALASKA,LC,12229,BI,Yes,(907) 375-1914,60 Children,SUZY,YANG,3327 FAIRBANKS STREET,ANCHORAGE,AK,99503,20241101,20241231,12M - 12 Y
10003540,HOME SWEET HOME,LH,11884,BI,Yes,(907) 602-0597,8 Children,MONICA,GEORGE,4035 E 4TH AVE,ANCHORAGE,AK,99508,20230801,20250731,0M - 12 Y
10016591,ICARE FOR KIDS,LH,12091,BI,Yes,(907) 332-0626,8 Children,YELENA,GARCIA,534 FLOWER ST,ANCHORAGE,AK,99508,20240601,20260531,4W - 12 Y
10003726,IMAGINATION STATION,LC,12095,BI,Yes,(907) 563-8290,92 Children,DARLENE,CYRIL,300 E 56TH AVE,ANCHORAGE,AK,99518,20240601,20260331,6W - 12 Y
10009215,IMAGINATION STATION EXPRESS,LC,11872,BI,Yes,(907) 563-8290,100 Children,DARLENE,CYRIL,5651 DENALI ST,ANCHORAGE,AK,99518,20230701,20250630,3Y - 12 Y
10013591,IMAGINE THAT CHILDCARE,LC,12208,BI,Yes,(907) 456-5478,70 Children,JULIE,JACKSON,1007 EVERGREEN STREET,FAIRBANKS,AK,99709,20241001,20260930,6W - 12 Y
10016894,INCREDIBLE KIDS,GL,12027,BI,Yes,(907) 251-0621,12 Children,ALFREDA,SNOWDEN,612 WAINWRIGHT RD,FAIRBANKS,AK,99701,20240201,20260131,0W - 12 Y
10017109,INQUISITIVE FRY LLC,LH,12096,BI,Yes,(907) 204-8083,8 Children,LEEANNA,COMBRINK,15 WOOD ROAD,KETCHIKAN,AK,99901,20240501,20260430,0W - 12 Y
10003681,IRMA'S CHILD CARE,LH,11896,BI,Yes,(907) 272-1760,8 Children,IRMA,CORONADO,3446 E 67TH AVE,ANCHORAGE,AK,99507,20230801,20250731,0M - 12 Y
10017057,IT TAKES A VILLAGE,LC,11889,BI,Yes,(907) 206-2740,24 Children,CHRISTINA,PINNOW,"15780 STERLING HWY, B",NINILCHIK,AK,99639,20230801,20250731,0W - 12 Y
10009852,IVELISSE CHILDCARE,LH,11852,BI,Yes,(907) 223-9902,8 Children,IVELISSE,RAMOS CRUZ,"7505 BOUNDARY AVE.,SPC 50",ANCHORAGE,AK,99504,20230701,20250630,0W - 12 Y
10016980,JACK FROST SCHOOL AGE CHILD CARE PROGRAM,LC,11989,BI,Yes,(907) 488-8339,28 Children,MARY JANE,MACKENZIE,970 LAKLOEY DR,NORTH POLE,AK,99705,20231101,20251031,4Y - 12 Y
10003743,JACQUELINE'S DAY CARE HOME,LH,12204,BI,Yes,(907) 333-6765,8 Children,JACQUELINE,ATENCIO,2215 W 46TH AVE,ANCHORAGE,AK,99517,20241201,20261130,0W - 12 Y
10003552,JOAN'S DAYCARE,LH,12012,BI,Yes,(907) 717-5130,8 Children,JOAN,REGISTE,"5720 ROCKY MOUNTAIN CT,# B",ANCHORAGE,AK,99504,20240201,20260131,0M - 12 Y
10003605,JOAN'S PRESCHOOL CENTER,LC,12033,BI,Yes,(907) 694-7577,104 Children,JOAN,SCHUMAN,"11925 OLD GLENN HWY,STE 202",EAGLE RIVER,AK,99577,20240301,20260228,19M - 6 Y
10000776,JODY'S DAYCARE,LH,11781,BI,Yes,(907) 254-4697,8 Children,JODY,NALL,318 ALDER STREET,KETCHIKAN,AK,99901,20230501,20250430,6W - 12 Y
10003764,JOHNSON'S DAY CARE,LH,12047,BI,Yes,(907) 522-0225,8 Children,NARCISA,JOHNSON,2441 W 70TH  CIR,ANCHORAGE,AK,99502,20240501,20260430,0M - 12 Y
10003398,JOY CHILD DEVELOPMENT CENTER,LC,11870,BI,Yes,(907) 694-2755,64 Children,TERI,STOVER,10111 EAGLE RIVER LOOP RD,EAGLE RIVER,AK,99577,20230701,20250630,19M - 11 Y
10003746,JOY GREISEN JEWISH EDUCATION CENTER,LC,12085,BI,Yes,(907) 337-1672,102 Children,TIFFANY,LASALLE,7525 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504,20240601,20260531,3M - 12 Y
10016902,JOZ'S KIDZ,GL,11997,BI,Yes,(914) 325-6848,12 Children,JOANN,MCCLAIN,33217 PUNKIN AVE.,SEWARD,AK,99664,20231201,20251130,0W - 12 Y
10015204,JULIET'S DAY CARE,LH,11774,BI,Yes,(907) 512-0473,8 Children,JULIET,BITANGA,1016 THORSHEIM ST.,KODIAK,AK,99615,20230501,20250430,0W - 12 Y
10017153,JUNEAU ADVENTIST CHRISTIAN SCHOOL,LC,12007,PR,No,(907) 957-0226,20 Children,NANCY,ROMINE,4890 GLACIER HWY,JUNEAU,AK,99801,20231201,20241130,3Y - 12 Y
10000719,JUNEAU COMMUNITY PRESCHOOL,LC,11861,BI,Yes,(907) 586-2656,25 Children,MARY,SWEENEY,400 WEST 11TH STREET,JUNEAU,AK,99801,20230601,20250531,3Y - 6 Y
10000013,JUNEAU MONTESSORI SCHOOL,LC,11888,BI,Yes,(907) 364-3535,75 Children,LAURA,TALPEY,750 ST. ANN'S AVENUE,DOUGLAS,AK,99824,20230701,20250630,15M - 7 Y
10016440,JUNIOR'S CHILD CARE,LH,11934,BI,Yes,(907) 333-3345,8 Children,JUAN,SANTANA,"255 WHISPER KNOLL CIR,UNIT B",ANCHORAGE,AK,99504,20231001,20250930,0M - 12 Y
10008209,KAMIE'S KID KARE,LH,12051,BI,Yes,(907) 441-8031,8 Children,KAMIE,MILLER,23910 UPPER TERRACE ST,EAGLE RIVER,AK,99577,20240401,20260331,0M - 12 Y
10003561,KARE BEAR CHILDCARE,LH,11958,BI,Yes,(907) 375-9122,8 Children,MARY,BATKE,6831 CHEROKEE CT,ANCHORAGE,AK,99504,20231101,20251031,0M - 12 Y
10017215,"KAROUSEL KIDZ LEARNING CENTER 2, LLC",LC,12206,PR,Yes,(907) 376-0636,86 Children,KIRA,THOMPSON,300 W SWANSON AVE,WASILLA,AK,99654,20240909,20250831,0W - 12 Y
10016715,KAROUSEL KIDZ LEARNING CENTER LLC,LC,11848,BI,Yes,(907) 376-7000,68 Children,KIRA,THOMPSON,1508 BOGARD RD SUITE 9,WASILLA,AK,99654,20230601,20250531,0W - 12 Y
10016773,KATHY'S DAYCARE,LH,11962,BI,No,(907) 242-1370,8 Children,KATHLEEN,WHEELER,4131 EDINBURGH DR,ANCHORAGE,AK,99502,20231101,20251031,6W - 12 Y
10013167,KATMAI CHILD DEVELOPMENT CENTER,MC,0,,Yes,(907) 552-5113,,ANGELE,BELL,7181 11TH ST,ELMENDORF AFB,AK,99506,,,
10016994,KAYLA'S KIDDO CARE,LH,12180,BE,No,(907) 654-6702,8 Children,MAKAYLA,HECKERMAN,4410 E. REZANOF DR.,KODIAK,AK,99615,20240901,20241231,1W - 10 Y
10002229,KENAI DAY CARE,LH,12183,BI,Yes,(907) 274-0326,8 Children,MARTHA,ROCHA,3866 GALACTICA DR,ANCHORAGE,AK,99517,20241001,20260930,0M - 12 Y
10011709,KENAITZE EARLY LEARNING,LC,12145,BI,No,(907) 335-7260,125 Children,DIANE,BERNARD,12271 KENAI SPUR HIGHWAY,KENAI,AK,99611,20240701,20251031,0W - 12 Y
10013246,KETCHIKAN SCHOOL AGE PROGRAM,MC,0,,Yes,(907) 552-5091,,CARLA,DAVIS,7163 11TH,ELMENDORF AFB,AK,99506,,,
10000519,KIDS FIRST DAY CARE,LH,11864,BI,Yes,(907) 747-5456,8 Children,DAWN,MAHONEY-MENENDEZ,506 FIRST STREET,SITKA,AK,99835,20230601,20250531,6W - 12 Y
10000016,KIDS R FUN,LH,11681,BI,Yes,(907) 766-3885,8 Children,KIMBERLY,LARSON,135 PIEDAD ROAD,HAINES,AK,99827,20221201,20241130,0Y - 12 Y
10017152,KIDS R US,LH,12026,PR,Yes,(907) 317-7622,8 Children,TERESA,FELTON,8521 BROOKWAY CIRCLE,ANCHORAGE,AK,99504,20240101,20241231,1M - 6 Y
10005217,KIDS STAY N' PLAY,LH,11940,BI,Yes,(907) 987-0185,8 Children,LESLIE,NELSON,"505 STEWART STREET, APT F2",FAIRBANKS,AK,99701,20230901,20250831,0W - 12 Y
10015550,KIDS' CORPS - CHESTER VALLEY,LC,9104,,No,(907) 272-0133,16 Children,CHARLES,FREEMAN,1751 PATTERSON STREET,ANCHORAGE,AK,99504,20161001,20180831,4Y - 5 Y
10011117,KIDS' CORPS - CREEKSIDE PARK,LC,9144,,No,(907) 742-1550,16 Children,CHARLES,FREEMAN,7500 E. 6TH AVE,ANCHORAGE,AK,99504,20161001,20180430,4Y - 5 Y
10003658,KIDS' CORPS - EAST CENTER,LC,11986,BI,Yes,(907) 272-0133,88 Children,KATRINA,AHLFIELD (LETNER),"3710 EAST 20TH AVE,SUITE #2",ANCHORAGE,AK,99508,20231201,20251130,4M - 5 Y
10011088,KIDS' CORPS - GLADYS WOOD,LC,9142,,No,(907) 742-6760,20 Children,CHARLES,FREEMAN,7001 CRANBERRY ST,ANCHORAGE,AK,99502,20161001,20180430,3Y - 5 Y
10012339,KIDS' CORPS - MT VIEW EARLY HEAD START,LC,11984,BI,Yes,(907) 222-1222,32 Children,CHARLES,FREEMAN,"3350 COMMERCIAL DRIVE,SUITE 100 & 106",ANCHORAGE,AK,99501,20240201,20260131,4M - 4 Y
10003521,KIDS' CORPS - MULDOON CENTER,LC,12043,BI,No,(907) 333-5433,37 Children,RACHEL,SCHAFER (CONNER),"1251 MULDOON ROAD, #112",ANCHORAGE,AK,99504,20240401,20260331,3Y - 5 Y
10011090,KIDS' CORPS - WILLOW CREST,LC,9173,,No,(907) 742-1000,16 Children,CHARLES,FREEMAN,1004 W. TUDOR RD,ANCHORAGE,AK,99503,20161001,20180531,4Y - 5 Y
10016429,"KIDS' CORPS, INC. - RIDGELINE TERRACE",LC,11925,BI,No,(907) 334-1040,20 Children,CHARLES,FREEMAN,185 RIDGELINE LOOP,ANCHORAGE,AK,99501,20230901,20250831,3Y - 5 Y
10016604,KLONDIKE KIDS LLC,LC,11835,BI,Yes,(907) 488-2540,76 Children,TAMI,MURPHY,390 S. SANTA CLAUS LANE,NORTH POLE,AK,99705,20230601,20250531,0W - 12 Y
10000378,KODIAK BAPTIST MISSION,LC,12209,BE,Yes,(907) 486-4126,203 Children,KELLI,FOREMAN,1944 E. REZANOF DRIVE,KODIAK,AK,99615,20241101,20241231,3Y - 12 Y
10003408,KRISE DAY CARE HOME,LH,11972,BI,Yes,(907) 250-8806,8 Children,JANE,KRISE,8217 DEWBERRY ST,ANCHORAGE,AK,99502,20231201,20251130,13M - 12 Y
10017205,KUBZ KORNER,LH,12153,PR,Yes,(907) 290-6086,6 Children,FLORENCE,HAYGOOD,7190 W SANDVIK DR,WASILLA,AK,99623,20240701,20250630,1M - 10 Y
10000536,KYRIE N' FRIENDS,GL,12197,BI,Yes,(907) 398-7270,12 Children,LAURIE,MEAD,47075 HARVARD AVE,SOLDOTNA,AK,99669,20241001,20260930,0W - 12 Y
10017087,LEARN TO PLAY IN THE BAY,LC,12048,BI,Yes,(907) 357-9600,60 Children,NINA,VIGNOLA,5705 S SETTLER'S BAY DR,WASILLA,AK,99654,20240201,20250731,0W - 12 Y
10017194,LERMA'S CHILD CARE,LH,12193,PR,No,(907) 251-0811,8 Children,LERMA,HAPPOLD,519 W 5TH AVE,NORTH POLE,AK,99705,20240901,20250831,0W - 12 Y
10003617,LETICIA DAYCARE,LH,12177,BI,Yes,(907) 349-1991,8 Children,LETICIA,VINALES,1931 OLYMPIC DR,ANCHORAGE,AK,99515,20241001,20260930,0M - 10 Y
10016720,LITTLE ANGELS CHILDCARE,GL,11851,BI,Yes,(907) 230-9674,12 Children,DELAYSIA,SCOTT,700 W. WILDER AVE,WASILLA,AK,99654,20230601,20250531,6W - 12 Y
10003638,LITTLE BEARS PLAYHOUSE,LC,12130,BI,Yes,(907) 783-2116,29 Children,RACHEL,BYERS,130 EGLOFF DR.,GIRDWOOD,AK,99587,20240701,20260630,1Y - 9 Y
10017163,LITTLE BLESSINGS,GL,12081,PR,Yes,(907) 252-2141,12 Children,JOEL,WARNER,1113 EDGECUMBE DR,SITKA,AK,99835,20240401,20250331,0W - 12 Y
10000368,LITTLE CHERUBS DAYCARE,GL,12188,BI,Yes,(907) 983-2386,12 Children,LINDA,CALVER,810 STATE STREET,SKAGWAY,AK,99840,20240901,20260831,0W - 12 Y
10017014,LITTLE DIPPER LEARNING CENTER,LC,12168,BI,Yes,(907) 488-8384,72 Children,KAYLA,ELLIS,2960 HURST RD,NORTH POLE,AK,99705,20240901,20260831,6W - 12 Y
10000795,LITTLE DIPPERS LEARNING CENTER,LC,11912,BI,Yes,(907) 983-2667,30 Children,KERRI,RAIA,2275 MAIN STREET,SKAGWAY,AK,99840,20230801,20250731,0W - 12 Y
10016915,LITTLE EAGLES AND RAVENS NEST CHILD CARE,LC,12131,BI,Yes,(907) 463-7776,30 Children,WAUGHNITA,JAMES-ELTON,8001 GLACIER HWY SUITE 1,JUNEAU,AK,99801,20240701,20250131,0W - 6 Y
10016827,LITTLE EXPLORERS CHILDCARE,LH,12019,BI,Yes,(907) 775-5320,8 Children,TRACIE,ATWELL,861 E GOLDENDALE DR,WASILLA,AK,99654,20240201,20260131,6W - 12 Y
10015843,LITTLE EXPLORERS OF ADVENTURE,LH,12223,BE,Yes,(907) 687-3855,8 Children,NANCY,ESCOBAR,1017 AKIAK AVE,FAIRBANKS,AK,99701,20241101,20241231,0W - 12 Y
10003511,LITTLE FRIENDS,LH,12045,BI,No,(907) 351-5677,8 Children,KELLI,MOSES (MCKENZIE),3139 W 62ND AVE,ANCHORAGE,AK,99502,20240401,20260331,0M - 12 Y
10000436,LITTLE FRIENDS CHILDCARE,LC,12217,BE,Yes,(907) 746-7095,58 Children,TERESA,GLOVER,1635 N. OLD GLENN HWY,PALMER,AK,99645,20241001,20241231,1M - 12 Y
10011449,LITTLE HANDS BILINGUAL MONTESSORI DAYCAR,LH,11689,BI,Yes,(907) 947-1905,8 Children,JANET,CERDENA  BRYANT,8511 ROSALIND ST,ANCHORAGE,AK,99507,20221201,20241130,0M - 12 Y
10016646,LITTLE HANDS BILINGUAL MONTESSORI DAYCARE TWO,LH,12158,BI,No,(907) 947-1905,8 Children,SONIA,VENEGAS,3730 BEEMAN CIR,ANCHORAGE,AK,99507,20240901,20260831,0M - 12 Y
10005684,LITTLE HANDS DAY CARE,LH,12199,BI,Yes,(907) 248-8622,8 Children,MIREYA,GUTIERREZ,8330 NORTHWOOD ST,ANCHORAGE,AK,99502,20241101,20261031,0W - 12 Y
10003490,LITTLE HEN AND FRIENDS PRESCHOOL AND DAY,LH,10266,,No,(907) 337-8008,8 Children,VIANA,RODRIGUEZ-STAM,5602 EAST 4TH AVE,ANCHORAGE,AK,99504,20190101,20201231,0M - 12 Y
10002766,LITTLE JAMMERS,GL,12102,BI,Yes,(907) 978-7119,12 Children,SHERETHA,LEWIS,1000 REFINERY LOOP,NORTH POLE,AK,99705,20240601,20260531,0W - 11 Y
10017105,LITTLE KIDS 2 HOME DAY CARE,LH,12063,BI,Yes,(813) 666-9061,8 Children,LAURA,BERNARD,1380 JOYCE DRIVE,FAIRBANKS,AK,99701,20240501,20260430,12M - 8 Y
10016950,LITTLE KIDS DAYCARE,LH,11926,BI,Yes,(907) 744-9061,7 Children,ANGELIS,ROSARIO RODRIGUEZ,"4110 DEBARR RD,SPC D10",ANCHORAGE,AK,99508,20230901,20250831,0M - 12 Y
10015593,LITTLE LAMBS OF PEACE PRESCHOOL,LC,11682,BI,No,(907) 694-3456,20 Children,SARAH,PROEBER,11555 BIRCH HILLS DR,EAGLE RIVER,AK,99577,20221201,20241130,3Y - 5 Y
10012618,LITTLE LEARNERS ACADEMY,LC,12222,BE,Yes,(907) 357-1188,47 Children,MONICA,JACKSON,245 E. NELSON AVENUE,WASILLA,AK,99654,20241101,20241231,0M - 12 Y
10014726,LITTLE LOVES CHILD CARE & LEARNING CNTR,LH,11846,BI,Yes,(907) 888-8777,8 Children,LACEY,MILLER,2374 TIMBERPARK LOOP,NORTH POLE,AK,99705,20230601,20250531,0W - 12 Y
10003655,LITTLE MOUNTAIN MOVERS ACAD.-MAIN CAMPUS,LC,12150,BI,Yes,(907) 337-9575,172 Children,LAUREN,DOWD,6401 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504,20240801,20250731,6W - 12 Y
10000011,LITTLE PEOPLES LEARNING WORLD,LC,11769,BI,Yes,(907) 262-4113,60 Children,JESSICA,BAKER,35095 HUNTINGTON DRIVE,SOLDOTNA,AK,99669,20230301,20250228,0W - 12 Y
10017038,LITTLE PEOPLES LEARNING WORLD TOO,LC,11699,BI,Yes,(907) 262-4113,32 Children,JEFFRY,BAKER,35115 HUNTINGTON DR.,SOLDOTNA,AK,99669,20221201,20241130,30M - 12 Y
10016001,LITTLE POLAR BEARS,LH,11728,BI,Yes,(907) 720-6107,8 Children,ARLEN,BONILLA-AMBRIS,1941 OLYMPIC DR,ANCHORAGE,AK,99515,20230201,20250131,0M - 12 Y
10010631,LITTLE STARS DAYCARE,GL,11833,PR,Yes,(941) 704-7721,12 Children,ANGELINA,ASSAD,9030 ATLIN DRIVE,JUNEAU,AK,99801,20231201,20241130,0M - 12 Y
10016750,LITTLE STRETCHES CHILD CARE,LH,11900,BI,Yes,(907) 301-6183,6 Children,TASHADRA,JONES,"6600 DONNA DR,# B",ANCHORAGE,AK,99504,20230801,20250731,6W - 12 Y
10017186,LITTLE WAVES DAYCARE,LH,12146,PR,Yes,(719) 480-1252,8 Children,KADEE,CROWTHER,205 MARATHON DRIVE,SEWARD,AK,99664,20240501,20250430,0W - 12 Y
10017130,LITTLE WILDFLOWERS,LC,12074,BI,Yes,(907) 373-3950,55 Children,COURTNEY,CARPENTER,3950 E CAREFREE DR,WASILLA,AK,99654,20240601,20260531,6W - 12 Y
10017167,LITTLE WORLD DAYCARE,LH,12117,PR,Yes,(907) 333-8546,5 Children,ARELIA,GOMEZ,4849 E 6TH AVE,ANCHORAGE,AK,99508,20240601,20250531,8W - 5 Y
10000122,LIZ'S DAYCARE,GL,12112,BI,Yes,(907) 225-9786,12 Children,JESSIE - LIZ,KIFFER,10910 N. TONGASS HWY,KETCHIKAN,AK,99901,20240901,20260831,6W - 12 Y
10000206,LKSD EARLY LEARNING PROGRAMS,LC,11707,BI,Yes,(907) 543-4854,87 Children,ASHLEY,CRACE,"1004 RON EDWARDS WAY,CLASSROOMS 1, 2, & 3",BETHEL,AK,99559,20221201,20241130,3Y - 12 Y
