FormId,ProviderName,ProviderId,City,ZIP,CCAP,Address,Availability,Rating,ProviderUpdateRequestId,CreatedDate,ReportedDateTime,SubmittedDateTime,FullSubmittedDateTime,PhoneNumber,Serves,Setting,Status,RoleID,URL
,Newport County Y-Forest Avenue,193,Middletown,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=193
,Newport County Y-Twice As Nice,191,Middletown,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=191
,Newport County YMCA at Gaudet Midd,1160,Middletown,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1160
,Salt Air Early Learning Center Inc,5111,Middletown,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5111
,Sandpipers Early Learning Center,237,Middletown,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=237
,Silveira Kindergarten & Nursery Sc,949,Middletown,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=949
,Terri Traeger,5201,Middletown,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5201
,Countryside Children's Center,133,Portsmouth,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=133
,Lily Frog,725,Portsmouth,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=725
,Lisa Mailloux,5086,Portsmouth,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5086
,Mary Watson,5275,Portsmouth,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5275
,Melville Elementary School,1106,Portsmouth,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1106
,Paper Crown Preschool - Portsmouth,5121,Portsmouth,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5121
,Portsmouth Nursery School,946,Portsmouth,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=946
,The Children's School,985,Portsmouth,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=985
,The Island Childcare & Day School,387,Portsmouth,,Yes,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=387
,Fort Barton School,1114,Tiverton,,No,,Contact Program,0,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1114
,Future Scholars Preschool,140,Tiverton,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=140
,Jean Bento,17,Tiverton,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=17
,Little Willow,5059,Tiverton,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5059
,Pocasset School,1115,Tiverton,,No,,Contact Program,0,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1115
,Sakonnet Early Learning Center,138,Tiverton,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=138
,Chepachet Village Schoolhouse,5144,Chepachet,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5144
,Glocester Childcare Center,4469,Chepachet,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4469
,Harmony Child Care & Learning Ctr.,751,Chepachet,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=751
,The Learning Place,368,Chepachet,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=368
,Clayville Elementary School,1111,Clayville,,No,,Contact Program,1,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1111
,"Acorn Academy, LLC",5141,Foster,,No,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5141
,Bright Start Academy,691,Greenville,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=691
,Greenville Nursery School,969,Greenville,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=969
,My Learning Tree Greenville Inc,5181,Greenville,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5181
,Smithfield YMCA,90,Greenville,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=90
,Austin T. Levy School,1078,Harrisville,,No,,Contact Program,0,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1078
,Burrillville Extended at A.T.Levy,4637,Harrisville,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4637
,Burrillville Extended Callahan,243,Harrisville,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=243
,Burrillville Extended Steere Farm,242,Harrisville,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=242
,Harrisville Pre-School,106,Harrisville,,Yes,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=106
,Me Too Preschool Il,406,Burrillville,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=406
,Susan Chiovitti,53,Harrisville,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=53
,Dawn Joly,5169,Manville,,No,,Contact Program,3,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5169
,Olivia Villamil,5286,Manville,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5286
,Scituate Early Learning Center,826,North Scituate,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=826
,Burrillville Children's Academy,5137,Pascoag,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5137
,Jeannette Arroyo Llanos,5280,Pascoag,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5280
,Altagracia Ciprian,403,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=403
,Amparo Moreno,3417,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3417
,Betty Padilla,831,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=831
,Betty Reyes,5183,Pawtucket,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5183
,Blackstone Valley ELC,5150,Pawtucket,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5150
,Boys & Girls Club of Pawtucket,173,Pawtucket,,No,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=173
,Children's Friend @ Heritage Park,5278,Pawtucket,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5278
,Crayons and Lolllipops,916,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=916
,Diana Restrepo-Garcia,811,Pawtucket,,Yes,,Contact Program,3,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=811
,El Bebe Day Care II,783,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=783
,"First Step, Inc.",89,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=89
,Four Corners YMCA Early Learning C,699,Pawtucket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=699
,Francis J. Varieur School,1105,Pawtucket,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1105
,Gladys Nunez,633,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=633
,Gloria Lambert,483,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=483
,Irma Miranda,543,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=543
,Johani Villegas,561,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=561
,Joyful Hearts Childcare - Pawt.,979,Pawtucket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=979
,Joyful Hearts Discovery Learning,5155,Pawtucket,,No,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5155
,Lincoln Child Development Center,694,Pawtucket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=694
,Lisette Nunez,1141,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1141
,MacColl YMCA,708,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=708
,MacColl YMCA @ BVP Broad St.,1196,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1196
,Maria Lopes,673,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=673
,Nicauri Diaz de Artiles,5098,Pawtucket,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5098
,Oldimisa Depina,5212,Pawtucket,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5212
,Pawtucket Family YMCA,702,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=702
,Pawtucket Y/Heritage Park ELC,701,Pawtucket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=701
,Sheri Dumas,5,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5
,Small Wonders Daycare,5093,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5093
,Snow White Home Daycare,344,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=344
,The Children's Workshop Foundation,5149,Pawtucket,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5149
,The Y at Blackstone Valley Prep,707,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=707
,U.S. Taekwondo Pawtucket,3892,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3892
,Yolanda Feliciano,256,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=256
,ASTRO Academy,5058,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5058
,Darlington Early Childhood Center,147,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=147
,Daysi De los Santos,456,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=456
,Diane Lacroix,677,Pawtucket,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=677
,Dreamland Learning Center III,4752,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4752
,Fallon Memorial School,1104,Pawtucket,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1104
,Flora S. Curtis Memorial School,1185,Pawtucket,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1185
,Gargi Majumdar,5249,Pawtucket,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5249
,Joyce Laramee,740,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=740
,Joyful Hearts Early Education,5096,Pawtucket,,No,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5096
,Maria De Barros Martins,4998,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4998
,Migdalia Rosa,862,Pawtucket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=862
,Nathanael Greene School,4094,Pawtucket,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4094
,Nery's Land Learning Center,5178,Pawtucket,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5178
,St. Cecilia School,5189,Pawtucket,,No,,Contact Program,0,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5189
,Yesenia Hayden,1001,Pawtucket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1001
,Altagracia Rojas,422,Central Falls,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=422
,Aracelys Perez,1021,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1021
,Capt. G. Harold Hunt School,1079,Central Falls,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1079
,Claudia Montero Castillo,5248,Central Falls,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5248
,Dora Rodriguez,788,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=788
,Doris Gil,850,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=850
,Dr. Day Care Central Falls,5231,Central Falls,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5231
,Elisa Goncalves,587,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=587
,Fermina Figueroa,1011,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1011
,Gladis Mazo,5219,Central Falls,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5219
,Glenis Peralta,1589,Central Falls,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1589
,Josefina Lorenzo,421,Central Falls,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=421
,Karolina Blandon,794,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=794
,Marlene Berganza,5290,Central Falls,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5290
,Ofelia Christopher Home Daycare,675,Central Falls,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=675
,Progresso Excellence Academy,98,Central Falls,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=98
,Silvia Benitez,720,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=720
,The Children's Workshop CF,4907,Central Falls,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4907
,The Children's Workshop Pawtucket,4909,Central Falls,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4909
,The Children's Workshop Providence,4908,Central Falls,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4908
,The Children's Workshop Rumford,4910,Central Falls,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4910
,The Children's Workshop Warren,4911,Central Falls,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4911
,Zoraida Rodriguez,724,Central Falls,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=724
,Boys & Girls Club of Cumb-Lincoln,2287,Cumberland,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2287
,Cheryl Delva,323,Cumberland,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=323
,Cumberland Preschool Center,1088,Cumberland,,No,,Contact Program,1,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1088
,Gabrielle Fillion,5095,Cumberland,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5095
,Giovanna Avallone,5266,Cumberland,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5266
,Kid's Play,373,Cumberland,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=373
,Maple Hill Early Learning,1144,Cumberland,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1144
,Michaela Champagne,5168,Cumberland,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5168
,Monica Raspallo,589,Cumberland,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=589
,Neighborhood Nursery Preschool,951,Cumberland,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=951
,"Paintbox Preschool, llc",929,Cumberland,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=929
,Rebecca Mello,1016,Cumberland,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1016
,Sarah Tejada,5103,Cumberland,,No,,Contact Program,4,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5103
,Shine Bright,5090,Cumberland,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5090
,Ana Roque,816,Lincoln,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=816
,Cadence Academy Preschool Lincoln,4359,Lincoln,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4359
,Davies Early Learning Center,5123,Lincoln,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5123
,Diane Nelson,11,Lincoln,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=11
,Donna Adams,3,Lincoln,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3
,Hand in Hand Christian Pre  LLC,1041,Lincoln,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1041
,Kids Klub Inc @ Central Elementary,5269,Lincoln,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5269
,Little Acorn Academy Inc,1143,Lincoln,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1143
,"Little Acorn Academy Two, Inc",3472,Lincoln,,Yes,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3472
,Lonsdale Elementary School,1178,Lincoln,,No,,Contact Program,2,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1178
,Monica Colin,842,Lincoln,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=842
,Northern Lincoln Elementary School,1095,Manville,,No,,Contact Program,2,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1095
,The Owl's Nest Day School,5267,Lincoln,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5267
,Vikki DeLuca,479,Lincoln,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=479
,Wesly Powell,5122,Lincoln,,No,,Contact Program,4,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5122
,Deborah Bailey-Scotto,70,Slatersville,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=70
,Angimer Lora Toribio,5188,Woonsocket,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5188
