provider_name,phone,address,latitude,longitude,monitoring_reports
Choo Choo Train Day Care,787-526-3074 / 787-261-6666,"Urb. Levittown 2da Sección 2670 Ave. Boulevard Toa Baja, PR 00949",18.445603,-66.172068,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Choo-Choo-Train-Day-Care-_-More-Inc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Choo Choo Train Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Choo Choo Train Day Care 2023.pdf'}]"
Kids Castle Inc.,787-246-4738,"Carr. 111 Km 3.5 Edif. Vale Colón, Moca, PR 00676",18.472125,-66.268938,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Kids-Castle-Inc.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-Kids Castle Inc. 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-kids-castle-inc.pdf'}]"
Crayolas Centro de Aprendizaje y Servicios Psicológicos Inc,787-789-0160,"Sec. Los Báez Calle Principal # 6 Guaynabo, PR 00969",18.361327,-66.099285,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Crayolas-Centro-de-Aprendizaje-y-Servicios-Psicologicos-Inc.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Crayolas 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-Crayola Centro de Aprendizaje.pdf'}]"
CCD Healthy Kids World,787-730-1727,"Urb. Flamingo Terrace Calle Marginal B-6 Bayamón, PR 00957",18.371761,-66.179905,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Healthy-Kids-World.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-CCD Healthy Kids World 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Healthy Kids World 2023.pdf'}]"
CCD Kid s Planet,787-701-3013,"Urb. Montecarlo 1267 Sabana Llana, San Juan, PR 00924",0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Kids-Planets.pdf'}, {'year': '2022', 'url': '/../docproveedores/KID PLANET 2022.pdf'}, {'year': '2024', 'url': '/../docproveedores/5-2024 Kids Planet.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-Kids_Planets.pdf'}]"
CCDN Chiquillos,787-736-0015,"Urb. Los Tamarindos B-9 Calle 2 San Lorenzo, PR 00754",18.186772,-65.960878,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCDN-Chiquillos.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-CCDN Chuiquillos.pdf'}]"
Centro de Desarrollo Infantil AEIOU,787-782-7408,"Urb. Villa Caparra, 204 Carretera 2 Guaynabo, PR 00966",18.404647,-66.114301,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-de-Desarrollo-Infantil-AEIOU.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Desarrollo AEIOU 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-CENTRO DE DESARROLLO INFANTIL AEIOU.pdf'}]"
Nissis Day Care,939-278-5848,"Joaquin Vega # 51 Sec. Cerritos Las Piedras, PR 00771",18.183752,-65.865945,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Nissis-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  Nissis Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Nissis Day Care 2023.pdf'}]"
Chimikuines Day Care & Learning Center,787-675-9200,"Urb. Royal Town A-32 Calle 13 Bayamon, PR 00956",18.365312,-66.172831,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Chimikuines-Day-Care-_-Learning-Center.pdf'}, {'year': '2023', 'url': '/../docproveedores/CHIMIKUINES 2023.pdf'}]"
My Little Adventure Day Care,787-438-1554,"Villa Carolina Ave. Dr Sanchez Castano Bloq 122 Casa 30 Carolina, PR 00985",18.391414,-65.962735,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-My-Little-Adventure-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-My Little Adventure Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- My Little Adventure 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-MY LITTLE ADVENTURE DAY CARE CAROLINA.pdf'}]"
CCD Educactivo ABC,787-407-5527,"Urb. Baldrich 260 Calle Coll y Toste San Juan, PR 00918",18.409975,-66.061028,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Educativo-ABC.pdf'}, {'year': '2023', 'url': '/../docproveedores/CCD  EDUCATIVO ABC 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-Educativo_ABC.pdf'}]"
Hogar de Cuido Carmen,,"San Juan, PR 00911",0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Hogar-de-cuido-Carmen.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - Hogar de Cuido Carmen 2022.pdf'}]"
Luz I Morales Alers,,"Aguada, PR 00602",18.381337,-67.183058,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-HCD-Luz-I.-Morales-Alers.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Luz I. Morales Alers 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-Luz I. Morales Alers 2023.pdf'}]"
A la Limón Day Care,787-884-2256 / 787-635-5670,"Reparto Marista #3 Manatí, PR 00674",18.441126,-66.455649,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-A-la-Limon-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - A La limón Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado - A LA Limón Day Care 2023.pdf'}]"
Guardería Infantil Chiquitos,787-218-3981 / 787-592-7335,"Urb. Villa Seral F-18 Lares, PR 00669",18.298573,-66.882312,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Guarderia-Infantil-Chiquitos.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Guarderia Infantil Chiquitos 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-Guarderia Infantil Chiquitos 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/5-2024 Guarderia Infantil Chiquitos.pdf'}]"
CCDN Mi Pequeño Mundo Infantil,787-607-7663,"Carr. 493 Km 1.0 Bo. Carrizales Hatillo, PR 00659",18.47779,-66.7744,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Mi-Pequeno-Mundo-Infantil.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Mi Pequeño Mundo Infantil 2022 (Hatillo).pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Mi Pequeño Mundo Infantil 2023 (Hatillo).pdf'}, {'year': '2024', 'url': '/../docproveedores/4-2024 Mi Pequeño Mundo Infantil.pdf'}]"
CCD Nanas Learning Center 1,787-769-4206,"Urb. Country Club PB-32 Calle 220 Carolina, PR 00982",18.41004,-65.991549,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Nanas-Learning-Center.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - Nanas Learning Center 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado - Nanas Learning Center 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-nanas-learning-i.pdf'}]"
Potokytos Cuido Infantil,787-615-6566,"Urb. Flamboyán Calle B-17 Manatí, PR 00674",18.43205,-66.480384,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Potokytos-Cuido-Infantil.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- POTOKYTOS 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Potokytos 2023.pdf'}]"
ccd abc infantil inc,787-932-2418 / 787-868-7758,"Urb. Alturas de Aguada D-24 Calle 4 Aguada, PR 00602",18.380205,-67.194975,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-ABC-Infantil-Inc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-CCD ABC Infantil Inc 2022.pdf'}]"
CCD Pre-Escolar Montesori,787-342-1882 / 787-730-5685,"Sec. La Aldea, Carr. 840 K 0.8 Bayamón, PR 00956",18.371442,-66.175454,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Pre-Escolar-Montessori.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Pre-escolar Montesori 2023.pdf'}]"
Blooming Happy Hearts,787-662-0038,"Urb. El Paraiso 132 Calle Ganges San Juan, PR 00926",18.382241,-66.063704,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Blooming-Happy-Hearts.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Blooming Happy Hearts 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-Blooming Happy Hearts.pdf'}]"
Centro Montessori Vipamar,787-461-8885,"Ave. Boulevard EE-17 Levittown Toa Baja, PR 00949",18.445416,-66.169,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-Montessori-Vipamar.pdf'}]"
Caritas Alegres Learning Care,787-455-0727 / 787-244-1000,"Urb. Toa Alta Heights, E-51 Calle 12 Toa Alta, PR 00953",18.363924,-66.210878,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Caritas-Alegres-Learning-Care.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado - Caritas Alegres 2023.pdf'}]"
CCD Alelí,787-547-4595,"Urb. Santa Juanita B-21 Calle Visalia Bayamón, PR 00956",18.367617,-66.15388,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Aleli.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Aleli 2023.pdf'}]"
Mun. Lajas BM (Bosquecito Mágico),787-450-4205,"Carr. 101 Km. 10.1 Bo. Palmarejo Lajas, PR 00667",18.029231,-67.088491,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-BOSQUECITO-MAGICO.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Bosquecito Mágico 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Bosquecito Mágico 2023.pdf'}]"
Karisma,787-279-6320 / 787-702-6790,"Marginal Magnolia Gardens A-27 Calle 1 Bayamón, PR 00959",18.366568,-66.187338,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Karisma.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Karisma 2023.pdf'}]"
Kokopelli Pre & Elementary School,787-785-6178,"Flamboyán Gardens R-5 Calle 18 Bayamón, PR 00959",18.390123,-66.159579,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Kokopelli-Pre-_-Elementary-School.pdf'}, {'year': '2023', 'url': '/../docproveedores/2023-Kokopelli Pre & Elementary School.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-kokopelli-pre-elementary-school-bayamon.pdf'}]"
Nuestro Bebé Inc.,787-365-8181,"Urb. Huyke 163 Calle Juan B Huyke San Juan, PR 00918",18.421296,-66.061044,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Nuestro-Bebe-Inc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Nuestro Bebe Inc 2022.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-nuestro-bebe.pdf'}]"
Centro de Aprendizaje Amor y Pintura,939-246-2496,"Calle Barbosa #12 Norte Cayey, PR 00736",18.114025,-66.167266,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Amor-y-Pintura.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Amor y Pintura 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Amor y Pintura 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-amor-y-pintura.pdf'}]"
Centro Educativo Pasitos del Saber,787-533-1643,"Bo. Maizales Carr. 31 Km 4.4 Sec. Cecilia Naguabo, PR 00718",18.214678,-65.743234,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-Educativo-Pasitos-del-Saber.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Pasitos del Saber 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Pasitos del Saber 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-pasitos-del-saber-naguabo-4-de-junio-de-2024-.pdf'}]"
CCDN MPJV Learning Center (Mi Pequeño Jardín Victoria),787-717-8638 / 787-881-4398,"Carr. 493 Km. 1.3 Bo. Carrizales Sec. Las Canelas Hatillo, PR 00659",18.472742,-66.774028,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Mi-Pequeno-Jardin-Victoria.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Mi Pequeño Jardín de Victoria 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Mi Pequeño Jardín de Victoria 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/5-2024 CCDN MPJV LEARNING CENTER INC.pdf'}]"
Centro Pequeñines,787-717-8638 / 939-777-4886,"Marginal Carr. 2 Km. 85.5 Bo. Carrizales Hatillo, PR 00659",18.481984,-66.789926,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-pequenines.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- CENTRO PEQUEÑINES 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- CENTRO PEQUEÑINES 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/5-2024 Pequeñines.pdf'}]"
Escuelita D Fantasía,787-296-1100,"Urb. Pérez Morris Calle Mayaguez #20 San Juan, PR 00917",18.412051,-66.052989,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Escuelita-D_-Fantasia.pdf'}, {'year': '2022', 'url': ""/../docproveedores/ESCUELITA D' FANTASIA 2022.pdf""}, {'year': '2023', 'url': '/../docproveedores/Resultado-Escuelita D Fantasia 2023.pdf'}, {'year': '2024', 'url': ""/../docproveedores/2024-escuelitad'fantasia.pdf""}, {'year': '2024', 'url': '/../docproveedores/2024-Escuelita_D_Fantasia.pdf'}]"
Mis Querubines Day Care,787-431-0839,"Bo. Navarro #315 Calle 12 Gurabo, PR 00778",18.230147,-65.999554,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Mis-Querubines-Day-Care-and-Learning-Center-Corp.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Mis Querubines Day Care 2022.pdf'}]"
Tania Carrasquillo Vega,,"Toa Alta, PR 00953",0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Tania-Carrasquillo-Vega.pdf'}]"
CCD Pasitos Del Futuro Inc.,787-605-3209,"Urb. Los Almendros B-1 Calle 3 Juncos, PR 00777",18.228545,-65.911422,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Pasitos-del-Futuro-Inc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Pasitos del Futuro Inc 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Pasitos del Futuro Inc 2023.pdf'}]"
Centro Jardín Infantil Los Faroles,939-201-7447,"Urb. Mariani 6826 Calle Américo Capo, Ponce, PR 00730",18.007911,-66.614851,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Emely-Maldonado-Lagares.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Jardin Infantil Los Faroles 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Informe-de-Resultados-de-Hallazgos-Los-Faroles-2023-1.pdf'}]"
Preescolar Son Soles,787-993-5624,"Carr. 176 Km. 4.2 Esq. Pío Baroja San Juan, PR 00926",18.358722,-66.054179,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Preescolar-Son-Soles.pdf'}]"
CCD Agarraditos de la mano,787-536-8870,"Urb. Jardines de Vega Baja A-1 Calle Marginal Vega Baja, PR 00693",18.444808,-66.409447,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Agarraditos-de-la-mano.pdf'}]"
Jireh Day Care & Learning Center Inc,787-748-9899,"Carr. 175 Km. 11.6 Bo. Carraízo Trujillo Alto, PR 00976",18.348821, -66.011360,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Jireh-Day-Care-_-Learning-Center.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado - Jireh Day Care 2023.pdf'}]"
CCD Sonrisitas De Amor Inc.,787-385-0327,"Urb. Villas de Buenaventura FF-15 Calle 4 Yabucoa, PR 00767",18.083239,-65.847998,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Sonrisitas-de-Amor-Inc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado -Sonrisitas de Amor Inc 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Sonrisitas de Amor Inc. 2023.pdf'}]"
CCDN Cero y Más,787-225-0733,"Cristóbal Colón #1 Sec. La Granja Caguas, PR 00725",18.229541,-66.038985,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCDN-Cero-y-Mas.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  Cero y Mas 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado - Cero y Mas 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-cero-y-mas.pdf'}]"
Centro de Cuido Sajorí,787-995-0191 / 787-598-8579,"Urb. Royal Palm IL-19 Ave. Nogal Bayamón, PR 00956",18.38062,-66.155442,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-de-Cuido-Sajori.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-centro-de-cuido-sajori.pdf'}]"
Abrazo maternal,787-909-1861,"Carr. 787 Km 0.1 Bo. Bayamon Cidra, PR 00739",18.176151,-66.146957,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Abrazo-Maternal.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Abrazo Maternal 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CCD Abrazo Maternal 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-ABRAZO MATERNAL CIDRA.pdf'}]"
Johan M Batiz Parrilla,,"Ponce, PR 00730",18.030995,-66.607369,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Johan-M.-Batiz-Parrilla.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado -  Johan Batiz Parilla 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Johan Batiz Parrilla 2023.pdf'}]"
Mi Pequeño Tesoro,787-755-3232,"Carr. 876 K 4.2 Bo. Las Cuevas Trujillo Alto, PR 00976",18.369227, -66.012585,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Mi-Pequeno-Tesoro.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - Mi Pequeno Tesoro 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/MI PEQUNO TESORO 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-mi-pequeno-tesoro.pdf'}]"
Topee Topee Day Care,939-241-1440 / 787-276-5499,"Urb. Villa Fontana Vía 1 Bloq. 2 RR #472-473 Carolina, PR 00985",18.406289,-65.977085,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Topee-Topee-Day-Care.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Topee Topee 2023.pdf'}]"
Yolanda Serrano Rivera,,"Guayama, PR 00784",0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Yolanda-Serrano.pdf'}]"
Fransua Emily Jaca Quiles,,"Moca, PR 00676",18.340972,-67.120045,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Fransua-Emily-Jaca-Quiles.pdf'}]"
Pasitos Kids Care,787-900-2676,"Urb. Villa Carolina D-7 Ave Roberto Clemente Carolina, PR 00983",18.383232,-65.964281,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Pasitos-Kids-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Pasitos Kids Care Inc 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Pasitos Kids Care Inc 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-pasitos-kids-care.pdf'}]"
Roses Day Care,939-218-3725,"1050 Ave. Las Palmas Cond. Puerta de la Bahía Local Comercial #1 San Juan, PR 00907",18.447052,-66.078962,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Roses-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Roses Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Roses Day Care 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-Roses_Day_Care.pdf'}]"
Elsa Rivera Losada,,"Lares, PR 00669",18.259154,-66.879492,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Elsa-Rivera-Lozada.pdf'}]"
Julie González Robles,,"Canóvanas, PR 00729",18.345799,-65.65906,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Julie-Ann-Gonzalez-Robles.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Julie Ann Gonzalez 2023.pdf'}]"
Happy Face,787-914-0420 / 787-850-6020,"Urb. Villa Universitaria BK-7 Calle 12 Humacao, PR 00792",18.161564,-65.83153,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Happy-Face.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Happy Face 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-Happy Face 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-happy-face.pdf'}]"
Norma Figueroa Ayala,,"Las Piedras, PR 00771",18.230566,-65.999121,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Norma-Figueroa-Ayala.pdf'}]"
CCDN Kids Space,787-687-0353,"Bo. Navarro Carr. 931 Km 5.2 00778 Gurabo, PR 00778",18.23021,-65.997641,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCDN-Kids-Space.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Kids Space 2022.pdf'}]"
Sol Rosa Román,,"Guayanilla, PR 00656",18.019405,-66.791772,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Sol-R.-Roman-Rosario.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Sol Rosa Roman 2022.pdf'}]"
Family Christian Day Care I,787-284-7781 / 787-284-7777,"Bo. Cerrillo Hoyos Carr. 14 KM 7, Coto Laurel, PR. 00780",18.057558,-66.55826,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Family-Christian-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  Family Christian 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Family Christian 2023.pdf'}]"
Kids Fun House & Pre School,787-785-7140,Calle 55 bloq 60 #1 y #2 Urb. Sierra Bayamon 00959,18.408915,-66.169838,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Kids-Fun-House-and-School.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Kids Fun House & School 2023.pdf'}]"
Xavihanys Paola Castillo Pagán,,Arecibo,18.459456,-66.744215,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Xavihanys-Paola-Castillo-Pagan.pdf'}]"
Ada Rivera Quiles,,Quebradillas,18.473705,-66.938506,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Ada-Rivera-Quiles.pdf'}]"
Little Paradise Day Care,787-516-1242,Hacienda El Mayoral Calle Principal #6 Villalba,18.387015,-67.096119,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Little-Paradise-Day-Care-and-Learning-Center.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Little Paradise Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Informe-de-Hallazgos-de-Resultados-Little-Paradise-Day-Care-2023-1.pdf'}]"
superhero kids academy,77-450-1380,Parcelas Niagaras carr. 14 Calle 7 coamo,18.083914,-66.350905,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Superhero-Kids-Academy.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Superhero Kids 2022.pdf'}]"
Mis Manitas en Acción,787-597-2495,"Carr. 2 km 56.8 Sector Trinidad Barceloneta , Puerto Rico",18.427138,-66.554926,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Mis-Manitas-en-Accion.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Mis Manitas en Accion 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Mis Manitas en Accion 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/5-2024 Mis Manitas en Accion.pdf'}]"
Leida Valdivieso Costas,,,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Leida-Valdivieso-Costas.pdf'}]"
Centro Preescolar Mentes Creativas,787-487-9074,"Urb. Monte Brisa, Calle 8 #5 K7 Fajardo, PR 00738",18.333349,-65.665825,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-Preescolar-Mentes-Creativas.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Mentes Creativas 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Mentes Creativas 2023.pdf'}]"
Beleris González,,Guayanilla,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Beleris-Santiago.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Beleris gonzalez 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Beleris Gonzalez 2023.pdf'}]"
Marian I. Cornier Román,787-943-1659,Guayanilla,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Marian-I.-Cornier-Roman.pdf'}, {'year': '2023', 'url': '/../docproveedores/Mariam-I-Corniel-Maldonado-2023.pdf'}]"
Olga Torres Rodríguez,787-601-0698,Guayanilla,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Olga-Torres-Rodriguez.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Olga Torres Rodriguez 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Olga-Torres-Rodriguez-2023.pdf'}]"
Wanda I. Santiago Rivera,939-262-3830,Guayanilla,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Wanda-I.-Santiago-Rivera.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Wanda I. Santiago 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Wanda-I-Santiago-Rivera.pdf'}]"
Sonia López Martínez,787-615-1056,Yabucoa,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Sonia-Lopez-Martinez.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Sonia Lopez 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/SONIA LOPEZ MARTINEZ 2023.pdf'}]"
Shekinah Day Care and Learning Center,(787)316-8771,Bo Certenjas 11 Carr 172 00739 Cidra,18.177156,-66.157713,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Shekinah-Day-Care-and-Learning-Center.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - Shekinah Day Care 2022.pdf'}]"
Centro preescolar jardines,787-949-9552,Urb jardines bb #1 c a Humacao,18.155789,-65.819069,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-Preescolar-Jardines.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Preescolar Jardines 2022 Humacao.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Preescolar Jardines 2023 Humacao.pdf'}]"
